text,label
"On XXXX XXXX XXXX, I paid {$590.00} via XXXX to an online wig vendor ( XXXX XXXX XXXX XXXX for custom wigs that were never correctly delivered. I filed a dispute with Navy Federal for the {$590.00} charge on my XXXX card. Navy Federal denied my dispute after accepting a fraudulent tracking number as proof of delivery. The tracking number showed delivery to an address I never provided. The vendor shipped wrong items without my consent after I had already requested a refund. The vendor also submitted false seller notes to Navy Federal claiming I refused to return items, which is provably false I repeatedly requested a return address which the vendor refused to provide. Navy Federal failed to properly investigate and accepted fraudulent documentation. XXXX XXXX report XXXX, XXXX XXXX report XXXX, FBI IC3 complaint XXXX, FTC report XXXX, and civil case XXXX filed in XXXX XXXX XXXX XXXX have all been filed against the vendor.",Credit card
"On XX/XX/year>, I contacted Coinbase regarding a {$1000.00} deduction taken from my XXXX withdrawal to my bank ( XXXX ). Coinbase stated this was a bank fee, but they did not provide any documentation to support this claim. 

I contacted XXXX, and they confirmed that no fee of any kind was charged on this transaction. XXXX also confirmed there was no ACH fee, no return fee, and no adjustment associated with this transfer. 

I asked Coinbase to provide documentation supporting the claimed fee, including the XXXX trace number, fee code, bank memo, or any evidence that my bank charged a fee. Coinbase did not provide any of this information. 

Instead, Coinbase closed my support case without resolving the issue and blocked me from replying or reopening the case. When I opened a new case, Coinbase immediately merged it into the closed case and again provided no documentation. 
As a result, I experienced an unexplained {$1000.00} loss that Coinbase has not justified. I am requesting that Coinbase be required to either provide documentation proving the existence and source of this alleged bank fee or refund the {$1000.00} deducted from my withdrawal.","Money transfer, virtual currency, or money service"
A loan amount was populated on my account for loan that I never received. No one from Mohela is responding to me and I can not receive the help I need to get the erroneous charges removed. This has been ongoing since XX/XX/XXXX and it is now XX/XX/XXXX. No one is calling me back.,Student loan
"I inquired about their services for debt consolidation. I decided not to use their services, and did not sign or authorize any contract, nor did I give them any credit card or banking information. However, when I looked on my credit report, they are showing a {$450.00} fee. I received absolutely no service, I did not sign or authorize any services, nor received any. I only inquired about their services.",Debt or credit management
"I am writing to formally dispute multiple accounts that have been reported on my credit file, including those associated with XXXX and other companies that appear to have purchased alleged debts. 

I want to clearly state that I have no knowledge of these accounts, nor did I authorize any such accounts or transfers. Any claims that these debts belong to me are inaccurate and potentially the result of fraud or identity theft. 

These accounts were opened, transferred, or reported without my consent, knowledge, or authorization. I have never entered into any agreement with these entities regarding the debts in question, nor have I been properly notified of any such transactions prior to their appearance on my credit report.",Debt collection
"Dear AmeriHome XXXX XXXX, I am filing a formal complaint regarding a mortgage servicing transfer that resulted in improper delinquency reporting on my account. 
My mortgage loan was transferred from XXXXXX/XX/XXXXXXXX to XXXXXX/XX/XXXXXXXX in XXXX. At that time, I brought the account fully current and set up automatic payments. 
In XXXX, the loan was transferred again to AmeriHome Mortgage Company. I did not receive any written notice of this second transfer from either XX/XX/XXXX or AmeriHome, as required under the Real Estate Settlement Procedures Act ( RESPA ). Because of the lack of notice and the autopay not transferring, I unintentionally missed payments. This resulted in my mortgage being reported as delinquent and caused my credit score to drop significantly from approximately XXXX to XXXX. 
I acted in good faith by keeping my account current and maintaining automatic payments prior to the XXXX transfer. I had no reasonable opportunity to make payments during the transfer due to the failure to provide written notification, which directly caused the delinquency. 
Additionally, I am currently in the process of purchasing another property, and my credit is scheduled to be pulled this week in connection with that loan application. The inaccurate delinquency reporting caused by this servicing transfer issue is likely to negatively impact my loan approval, interest rate, and overall borrowing costs. This situation is causing immediate and measurable financial harm. 
I am requesting : Proof of written notice for the XXXX servicing transfer Removal of all late payment reporting associated with this transfer Waiver of any related late fees Correction of my account to reflect accurate payment status Expedited review due to my pending mortgage application Please investigate this matter and respond promptly. I am prepared to bring the account fully current if necessary and provide any documentation required to support resolution. 
Thank you for your immediate attention to this urgent matter. 
Sincerely, XXXX XXXX LoanXX/XX/XXXX number : XXXX",Mortgage
"I am the court-appointed Administrator for the Estate of a deceased borrower. The mortgage is serviced by Shellpoint Mortgage Servicing ( NewRez ). 

On XX/XX/XXXX, I notified the servicer in writing of the deaths of both the borrower and co-borrower and provided the documentation I was instructed to submit, including death certificates, a petition for Letters of Administration, and identification. I received no response. 

In XX/XX/XXXX, I was finally contacted by a representative and again provided the prior documentation, along with the Letters of Administration issued by the probate court on XX/XX/XXXX. I requested assistance with a forbearance or other options to prevent foreclosure. I was told I needed to record the Letters of Administration on title before further action could be taken. This requirement was completed on XX/XX/XXXX. 

Despite these efforts, the loan proceeded further into default. In XX/XX/XXXX, after obtaining life insurance proceeds, I tendered payment in the amount of {$16000.00} to bring the loan current and reinstate the mortgage. 

Since making that payment : The servicer has not provided written confirmation that the loan has been reinstated. 
The servicer has not provided updated statements or billing information to allow me to keep the loan current.

The servicer has refused to communicate with me directly, despite my status as the court-appointed Administrator, and despite repeated attempts to resolve the issue. 

Additionally, on XX/XX/XXXX, the servicer issued a letter stating that the XX/XX/XXXX payment was past due. This correspondence was not sent to me, but instead mailed to a third-party address and was not received until XX/XX/XXXX. This has further impaired my ability to keep the loan current and raises concerns regarding the servicers handling of account communications. 

A Notice of Default was also recorded, which included a certification that the servicer exercised due diligence to contact the borrower as required under California Civil Code 2923.55. This is concerning, as the servicer was notified of the borrowers death and had my contact information and documentation as early as XX/XX/XXXX, yet failed to meaningfully engage for several months. 

I am attempting in good faith to resolve the delinquency, maintain the loan in good standing, and prevent foreclosure while the property is being prepared for sale. However, the servicers lack of communication, failure to provide confirmation of reinstatement, and failure to provide ongoing billing statements are preventing me from doing so.",Mortgage
"I am filing a complaint against American Express regarding an erroneous closure of my business checking account. 

On XX/XX/year>, I contacted American Express to close a specific business checking account that had a XXXX balance. I clearly identified the correct account multiple times. However, the representative mistakenly closed the wrong account. 

As a result of this error, I have been informed that I am now unable to reopen a business checking account under my XXXX due to their internal policy restrictions. This creates a significant operational issue for my business, as I am effectively blocked from reestablishing a business banking relationship under my own XXXX. This also blocked incoming payments from multiple vendors until I find another banking relationship to open a different banking business account. 

American Express acknowledged the mistake and offered XXXX Membership Rewards points as a goodwill gesture. However, this does not resolve the core issue : their error has caused a long-term restriction on my business banking access. 

I am requesting the following resolution : - A full investigation of the account closure error, including review of call recordings - A policy exception to allow reopening of a business checking account under my XXXX - Written confirmation that my business will not be penalized for an error caused by the bank ( I lost out on an additional XXXX sign up bonus as well XXXX XXXX XXXX on my monthly balance ) This issue was not caused by me and should not result in a permanent restriction on my business operations. 

I am seeking prompt resolution and restoration of my ability to open a business checking account under my XXXX.",Checking or savings account
"Please permanently remove all Fraud Alerts on my credit report. I do not want it. 
Below are my details for your reference : Full Name : XXXX XXXX Address : XXXXXXXX XXXX XXXX XXXX XXXXXXXX, New York XXXX SS # : XXXX  Date of Birth : XX/XX/year>XXXX  To verify my identity and address, Im including a copy of my drivers license and a recent utility bill.",Credit reporting or other personal consumer reports
"I am requesting an investigation on the following information that has appeared on my credit report from Jefferson Capital System, Account # XXXX for the amount of XXXX for an account I never open back in XX/XX/2023.",Debt or credit management
"I applied for a refinance with Advantage First Lending. I signed initial disclosure documents but did not sign any closing documents. 

During a phone conversation today XXXX XX/XX/2026, the loan XXXX, XXXX XXXX, pressured me to proceed with the refinance and stated that in six months we can attack the interest rate, implying a future interest rate improvement if I moved forward. 

I asked for this statement to be put in writing. XXXX XXXX stated that he could not put this in writing by law. I found this concerning, as material statements were made verbally but refused in writing. 

When I informed the company that I did not wish to proceed with the refinance, I was told that my decision was a waste of time for his team and company. Instead of a straightforward cancellation, I experienced continued pressure. 

I requested written confirmation of cancellation and clarification of the statements made, but the company did not provide the requested information in writing. I am submitting this complaint due to pressure tactics, verbal representations regarding future interest rates, and refusal to provide requested information in writing during the application process.",Mortgage
"I am filing this complaint against Bridgecrest/XXXX for inaccurate, inconsistent, and unverifiable credit reporting in violation of the Fair Credit Reporting Act ( FCRA ). 

This account is being reported with multiple errors, including inaccurate late payments, conflicting account information, and an unverifiable remaining balance. Due to these issues, the tradeline is materially misleading and can not be considered reliable. 

1. Inaccurate Late Payment Reporting The account reflects multiple 30-, 60-, and 90-day late payments, including recent severe delinquency. However, I made documented payments during the same time period, including payments in early 2025. 

Despite these payments, the account continues to report escalating delinquency without accurately reflecting how those payments were applied or how the account remained in a delinquent status after receipt of payment. 

Reporting late payments under these circumstances, without providing a clear and accurate accounting of how payments were applied or how delinquency was determined, is unsupported, misleading, and unverifiable. 

The company has not provided any documentation or accounting demonstrating how the reported late payments were calculated or how the account remained in a delinquent status after receiving payments. 
This violates : 15 U.S.C. 1681s-2 ( a ) ( 1 ) ( A ) furnishing inaccurate information 15 U.S.C. 1681e ( b ) failure to ensure maximum possible accuracy 2. Conflicting and Materially Misleading Information This account contains internal contradictions, including : A drastic balance reduction from approximately {$26000.00} to around {$3000.00} A notation stating the debt is being paid through insurance Continued reporting of severe delinquency and past due status These elements can not logically coexist without proper adjustment to the account status. The combination of payments, insurance activity, and continued delinquency reporting creates a materially misleading tradeline that does not reflect the true condition of the account. 

3. Unverifiable Deficiency Balance Based on the balance reduction and insurance involvement, it appears that the collateral may have been repossessed, surrendered, or otherwise disposed of. 

However, the company has failed to provide : Documentation of repossession or voluntary surrender Sale or disposition records of the vehicle Application of insurance proceeds A complete and accurate deficiency balance calculation Without this documentation, the remaining balance is unverifiable and can not be reported accurately. 

4. Failure to Conduct a Reasonable Investigation I previously disputed this account, and it was marked as updated, yet the inaccuracies remain unchanged. This indicates that no reasonable investigation was conducted and that relevant information was not properly reviewed. 

This violates : 15 U.S.C. 1681s-2 ( b ) 5. XXXX XXXX Noncompliance The account reflects inconsistencies between account status, payment history, balance, and insurance activity. Under XXXX XXXX reporting standards, these data fields must be internally consistent. 

The current reporting fails to meet these standards and is therefore inaccurate and misleading. 

Requested Resolution DELETION ONLY Due to the inaccurate, conflicting, and unverifiable nature of this account, I am requesting : Immediate deletion of this tradeline from all credit reporting agencies This account can not be corrected without speculation, as the underlying data is inconsistent and unsupported by documentation. 

Notice of Liability Continued reporting of inaccurate or unverifiable information after notice may constitute willful or negligent noncompliance under : 15 U.S.C. 1681n 15 U.S.C. 1681o I am seeking complete removal of this account due to its failure to meet federal reporting standards.",Vehicle loan or lease
"I moved to a new house for about 6 months now and I havent been getting my mail. So I didnt know I had to make payments, especially due to the Biden administration putting all the loans on hold. So now I have a delinquency on my account. And they told me they reached out to contact me but the phone number they had on their account was a different number from mine in which have been using for 7 years plus. And I also move to a new house for like 6 months now. Please call me to explain further. XXXX",Credit reporting or other personal consumer reports
"To Whom It May Concern, I am submitting this formal complaint regarding my experience with the Branch Manager, XXXX, at the OneMain Financial office located at XXXX XXXX XXXXXXXX XXXX, XXXX, CA XXXX. 
Last month, I had a family emergency that required my presence at the hospital, and I was unable to make my scheduled payment. This was a life-or-death situation, and my priority was attending to my family. 
Today, I attempted to make the payment to my account, but I had no access to it. During a call to the branch, XXXX indirectly confirmed that I had been blocked from my own account. Despite this, he insisted that I provide my debit card information over the phone before allowing me access to my account. This seemed unsafe, highly unprofessional, and contrary to standard financial practices. It is unreasonable and concerning to be asked to provide sensitive financial information without first being able to verify my own account balance. 
Additionally, during the call, XXXX repeatedly interrupted me, manipulated the conversation, and spoke in a dismissive and disrespectful manner. I also requested the District Managers contact information to escalate my concerns, and he refused to provide it, even though another branch confirmed this information should have been available. 
I am requesting an immediate investigation into this matter. I am concerned about both the potential unauthorized handling of my financial information and the unprofessional, unsafe, and discriminatory conduct I experienced. I am requesting : 1. Assurance that my account will be properly managed and accessible for verification before any payment is processed.

2. A review and response regarding the conduct of XXXX, the Branch Manager. 
3. Contact information for the appropriate District Manager or corporate supervisor for further escalation. 
I have documented the date, time, and content of the conversation and am prepared to provide additional details if needed. I expect a prompt response and appropriate corrective action to ensure that such practices do not continue. 
Thank you for your attention to this matter. 
Sincerely, XXXX XXXX","Payday loan, title loan, personal loan, or advance loan"
"I recently purchased a new car and the dealership used Ally Auto to apply for a loan. However, I discovered that another bank offered me a better APR. Consequently, that bank issued me a check to pay off the loan with Ally. I promptly sent the check to Ally, but they returned it, stating that I was {$2.00} short of the full loan balance. 

Typically, I would receive an email or an account update indicating that I needed to pay the loan in full before the title could be issued to the new bank. Instead, Ally declined the check without providing any update to me. I had to make multiple phone calls to them to understand why the check was rejected. Their unprofessional behavior and unwillingness to assist were frustrating. They repeatedly told me that I didnt have enough money to pay off the loan. 

I explained that this wasnt my first time paying off a loan and that I genuinely wanted to know why they refused to accept the check and apply it to my account. I offered to pay the difference. However, the amount kept increasing by {$6.00} each day. Ally confirmed that since the loan draft must be the exact amount, they would return the check even if it exceeded the outstanding balance, as it wasnt the full exact payoff amount. 

I found this explanation absurd and unrealistic. I pointed out that there was a reason for the 10-14 day payoff period because its impossible to predict when a company will deposit funds into an account. I emphasized that I would never be able to time the deposit to ensure the exact amount upon arrival.

My bank, which holds the loan now, found this situation unprecedented and has decided to cease working with Ally Auto due to this incident. This has caused unnecessary XXXX  and confusion for everyone involved. I couldnt obtain another check because the bank required the returned check before issuing a new one or converting it to a cashiers check. We waited 17 days for the check to be returned, but it still hasnt arrived.

As a result of this ordeal, I had to cancel the loan and reapply for a new one. My bank, concerned about this happening again, granted me a direct deposit exemption, allowing them to deposit the loan proceeds directly into my checking account, eliminating the need for me to deal with Ally Auto.

Throughout my life, Ive bought and paid off numerous cars, and Ive never encountered such a ridiculous situation with Ally Auto in XXXX and XXXX of XXXX. Ive also never filed a complaint like this, but I felt compelled to do so to prevent others from experiencing the same issues.",Vehicle loan or lease
"After voluntary repossesion i was not notified that the car was taken and was told it was in the city of XXXX impound. I was told by the company that the car was not worth picking up. This all took place back in XXXX. The company attempted to collect money even after they knew they had sold me a lemon. The car was infested with roaches, and when it rained, it also rained in the car.",Vehicle loan or lease
"Background : - I had been successfully making auto-debit payments from my XXXX checking account through Nelnet 's ACH autopay system through XXXX 2024. Beginning in XXXX   2024, payments stopped processing despite no changes made to my saved banking information or account details on my end. 
- I was advised by Nelnet customer service to contact XXXX Bank to investigate the issue of "" returned '' payments Nelnet was stating they were seeing on attempted payments. I have since confirmed with XXXX Bank directly that they have no record of any ACH withdrawal attempts or returned transactions from Nelnet since XXXX 2024. 
- Since XXXX of XXXX, I have attempted 6+ scheduled payments ( not including auto-debit ), including a large lump sum payment ~ {$10000.00} in XXXX of XXXX using my XXXX Checking saved payment method. I attempted re-enrolling in auto-debit as well XXXX additional times. All payments ( both auto-debit, or manually scheduled ) failed, despite receiving authorization confirmations with a reference code for each. Payments were never posted, and no corresponding debit appeared on my XXXX bank statement. 

I was recently informed by a Nelnet representative that something changed on my account in late XXXX 2024, after which payments began failing. I was also informed that Nelnet does not retain audit logs of account changes from that period. I am formally documenting that this was communicated to me, as the absence of these records is a significant concern for a federally regulated loan servicer, especially after several attempts on my end of scheduling additional payments, re-enrolling in auto-pay, and confirming with my bank that no attempted ACH withdrawal attempts happened since XXXX of 2024 from Nelnet. 

As a result of this processing failure since XXXX 2024, my credit score has dropped XXXX points ( from XXXX to XXXX ) damage I am disputing as inaccurate and unjust given the circumstances. I write in good faith as you will have visibility in my case into my attempts to both make payments against my loans ( including additional large lump sum payments ), and hours spent trying to resolve what feels like a system-side issue in an attempt to get you the funds, including investigating with my bank directly per guidance from Nelnet. 

Since my support calls : - I was finally able to remove my old checking account from saved payment methods ( after being advised by Nelnet support to cancel all scheduled payment attempts, and remove auto-debit ) - Resubmitted my chase checking account details as a new saved payment method - Scheduled a new "" test '' payment to get current on my loan status, including settling late payment balance that my account was hit with I requested the following documents and information from Nelnet. 
1. All scheduled payment attempts and their statuses from XX/XX/XXXX2024 through present, including ACH return codes and reasons 2. All auto-debit enrollment and modification history on my account 3. The specific account number Nelnet was attempting to debit during the failed payment period 4. Audit-event logs of what account changes occurred in late XX/XX/XXXX2024 ( system side vs user side, changes to my saved payment method account number, IP session info, etc ) and details of what initiated them 5. Written confirmation of whether or not account activity/audit logs from XXXX XXXX exist I am also requesting the following resolution : 1. Nelnet complete a formal audit & internal investigation into the payment processing failure, and session details of account changes that occured in XXXX XXXX to my saved payment methods 2. Submit a goodwill adjustment to remove all late payment marks from my credit report with XXXX XXXX and XXXX  resulting from this period I am again confirming that it was communicated Nelnet can not provide me audit/event details about account changes that happened in XXXX of 2024, in which my payments started failing. They claimed it was a XXXX Bank issue, and XXXX bank stated they had no returns or attempted ACH withdrawals starting in XXXX of XXXX. 

Nelnet support also provided me an email address to contact support, which is no longer in use. After my support calls ended, I attempted to email the address they provided me ( XXXX ) and received an auto-no-reply that stated they changed their email process. 

I have provided screenshots of all of this, including all of the attempts I've made of scheduling payments and receiving confirmation codes of payments, enrolling in auto-debit. 

I wrote all of this in a formal letter and uploaded it as a document directly on my Nelnet account as I had no means/way of contact them directly to start a paper trail, which also seems unfair to me as a consumer.",Student loan
On or about XX/XX/2023 an agreement between myself and Wells Fargo Preservation Department agreed upon a 3 month Loan Modification and I was told that my house will be out of Foreclosure. However this was nothing but a Fraudulent Lie because as you can see in the attachment despite me keeping my word and paying the first Trial Payment. Wells Fargo fraudulently misled me and kept my residence on the Sheriff Sale list with a new date XX/XX/2023. Then the Preservation Department sends me an email claiming that theres an issue pertaining XXXX XXXX to whom is the other 50 % owner to whom theyre trying to cover for forging my name on the note and forgery on an {$18000.00} Refinance Check. Yet hes been missing in action for the past 18 years and didnt even attend his wifes funeral. Also Wells Fargo continues to harass me by sending mail here in his name after knowing the fact that he doesnt live here. And since theres an issue with the Mortgage Title then Wells Fargo shouldve informed me prior to this XXXX XXXX,Debt or credit management
"The entire process with Wells Fargo has been problematic and my attempts to obtain a meaningful resolution have been unsuccessful since before loan closing. When the loan transferred in XX/XX/XXXX, the disputes I had previously raised were neither investigated nor remediated. Wells Fargo repeatedly denied wrongdoing, yet the account history and documentation show multiple material errors and omissions, including but not limited to the following : Payment due date advances were not reflected on the payment schedule on at least five occasions, despite a monthly payment having been made every month since the loans inception in XX/XX/XXXX. 

There was not a monthly statement submitted for the first year of the loan ; Wells Fargos responseno payment dueand therefore refusal to produce statements is contrary to federal and New Mexico law.

The interest rate on my loan changed from the originally disclosed rate ( 3.x % ) to a higher rate ( 4.x % ) without a proper offer to lock or clear explanation ; subsequent communications reflected the higher rate when purchase point calculations were performed. My disputes regarding reliance on the lower rate and the separate dispute concerning the purchase of points were not addressed.

There was an unnecessary delay in closing.

Wells Fargo issued a tax document for the first year and then reissued the same document as a corrected version in response to a dispute file, which did not remediate the dispute filed.

I stated I did not receive all transfer documents. Wells Fargo did not address this concern. The subsequent servicer denied being the servicer when questioned in a CFPB complaint. Therefore, Wells Fargo directing me to contact that purported new servicer compounds Wells Fargos errors and failures to correct and remediate prior issues. 

Internal correspondence from Wells Fargo representatives closed matters without explanation of what concerns were addressed. Representatives, including XXXX XXXX, instructed me to stop submitting complaints despite unresolved issues ( see attachments ).

Requests for copies of original complaints and for clear mappings between complaints and claim numbers have not been honored.

Follow up inquiries routinely generate new claim numbers ; these follow ups are closed as duplicate or similar complaints, leaving the original complaint unaddressed or unremedied.

Claim numbers are closed without disclosure of what was allegedly investigated or resolved.

Deficiencies in Wells Fargos communications include contradictory responses regarding ADA accommodation and point of contact assignment. Original complaint copies have been denied along with investigation files. There continues to be a lack of timely response and a failure to address the concerns of the original complaint, with repeated reiterations of policy language rather than engagement with the underlying issues as noted above.

Extension and acknowledgment letters only state that more time is needed or that a complaint was received, without offering a copy of the original complaint to include with the ultimately delivered full response letter.

Final response letters reference general topics and fail to attach a copy of the original complaint.

Failure to provide the original complaint and to address the underlying issue persists. 
This lack of clarity and repeated failure to investigate or remediate is the central reason I continue to submit complaints. For example : Wells Fargo responses most recently received are attached. Evidencing Wells Fargos failings and internal contradictions and which do not provide a usable remediation that compensates me for all Wells Fargos errors and untimeliness with failures to address federal and New Mexico state requirements of law. 
Claim numbers XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX Most recent Wells Fargo response for my mortgage account references the eight claim numbers listed above ( & attached ). The attached materials include my letters dated XX/XX/XXXX and XX/XX/XXXX, and Wells Fargo letters dated XX/XX/XXXX and XX/XX/XXXX. All WF correspondence appears to be authored by XXXX XXXX, Escalations. The XX/XX/XXXX response states : There are currently two claims open, which will be closed upon the mailing of this correspondence : XXXX and XXXX. 

The subject matter for claims XXXX and XXXX is not clearly defined or paired with the original complaint. 

Wells Fargos responses address only what Wells Fargo chooses to respond to, not what I actually submitted. I am left without clarity as to what each claim number specifically refers. This lack of transparency is a central issue in the ongoing complaint. 

Reviewing the XX/XX/XXXX letter, Wells Fargo has obligations to grant consumer access rights under statutes ( e.g., GLBA, FCRA ), contract, or state law, which may require disclosure or a particular process ( redaction, summary, or explanation ). Regulators expect reasonable transparency about withheld material. 

MY Letter Date XX/XX/XXXX Mentions a lack of ADA accommodation, point of contact assignment, original complaint copies, investigation files, timely response, & answer without redirection MY XX/XX/XXXX Reiteration of the above ; critique of lack of documentation/clarity ; request for comprehensive timely response. 

In summary, both letters address the lack of ADA accommodations, inadequate documentation, unclear mapping of claim numbers, the absence of an assigned point of contact, and the need for a comprehensive, transparent resolution process ; the XX/XX/XXXX letter reiterates and expands on the issues raised in the XX/XX/XXXX letter. 

However, those procedural complaints are distinct from the substantive disputes underlying each claim. I was asking for the current status of each claim and an explicit statement of what each claim number references ; produce a copy of the original consumer complaint that prompted each claim numbers creation.

I reiterate that I have requested ADA accommodations ( I do not make or receive phone calls ), so providing only phone contact information does not facilitate timely resolution and excludes me from the process because I can not determine what is allegedly being investigated or have a method to contact the employee assigned to the claim #.

The attached document demonstrates generic letters disseminated by WF. XXXX XXXX, escalations has responded by stating all the letters are Acknowledgment letters. However, Acknowledgment letters are initial letters of receipt and an Extension letter is a second letter We need more time to respond to your concernsis a distinct second letter ( same claim number ) that does not identify the concern.

In other words, two separate letters ( Acknowledgment and Extension ) are being issued under the same claim number without specifying the underlying issue or providing a copy of the original complaint. 

Attached XXXX XXXX issues a Final Response under a different claim number stating Were responding to your concerns, it lists items such as denial of ADA accommodation and denial of a single point of contact, provides no original complaint letters, references prior claim numbers without identifying the subject matter, and then closes the new claim number. This practice misleads readers by implying the prior claim numbers relate to the topics listed in the current response. 

The underlying issues that prompted my dispute letters show multiple material errors and omissions being disputed addressing the Mortgage account, including but not limited as documented above. My items listed above are not being addressed ; instead, have been buried and deflected. While the Final Response focuses on repeat denials of ADA Accommodations, Points of Contact and general refusal to address Mortgage account concerns even prior to the transfer of the loan.

Conclusion : Wells Fargos responses follow a pattern of acknowledgment extension final response. The letters are generic, fail to identify the subject matter for each claim number, and frequently create new claim numbers only to deny and close them. All attached responses are signed by XXXX XXXX, yet a single point of contact is denied and XXXX XXXX appears to be the sole responder. Repeated denials of ADA accommodations, inconsistent implementation of accommodations ( e.g., 18 pt font on postal mailings ), and assertions that Wells Fargo finds no fault within itself are confusing and undermine neutral mediation. Statements that no mistakes were made, coupled with refusals to provide copies of original complaints or claiming to provide an original complaint without including full copies for each referenced claim number are inconsistent and impede resolution.",Mortgage
"I am requesting the CFPBs assistance in determining whether Capital One continued contacting me or receiving creditrelated information after they reported an account under my personal information as charged off. I am seeking clarification on whether Capital One continued accessing or monitoring my credit information after the reported chargeoff date, and if so, what the legal basis was for doing so. 

I am not making any assumptions. I am asking Capital One to confirm or deny specific activity and provide documentation. 

Details of the Complaint Capital One reported an account under my personal information as charged off ; I am seeking clarification regarding their continued communications afterward. My understanding is that once an account is reported as charged off, transferred, or sold, the creditor no longer maintains an active customer relationship and therefore no longer has a permissible purpose under the Fair Credit Reporting Act ( FCRA ) to access or monitor a consumers credit file unless a new, legally valid purpose exists. 

Despite this, I continued receiving communications from Capital Ones CreditWise  service after the reported chargeoff date. These communications appeared to reference changes to my credit information, including alerts related to my XXXX XXXX XXXX  credit reports. 

I am not making any assumptions about Capital Ones actions. I am requesting clarification and documentation so I can understand whether Capital One continued contacting me or receiving creditrelated information after the account was reported as charged off, and if so, what the legal basis was for doing so. 

Information Requested From Capital One I respectfully request that Capital One answer the following : 1. Did Capital One continue sending emails or alerts to me after the account was reported as charged off? 
If so, please provide : the dates the times the subject lines and the purpose of each communication I am not requesting the content of the emails only confirmation of whether they were sent.

2. Did Capital One continue receiving creditrelated alerts or data from XXXX XXXX XXXX after the reported chargeoff date? 
If so, please explain : what information was received why it was received and under what permissible purpose 3. Was Capital One aware that once an account is reported as charged off or sold, the creditor no longer has a permissible purpose to access a consumers credit file? 
I am requesting confirmation of their understanding of this requirement.

4. If Capital One continued contacting me after the reported chargeoff date, what was the legal basis for doing so?

I am requesting a clear explanation of the permissible purpose relied upon.

5. If Capital One did not continue contacting me, then what explains the communications referencing changes to my credit information? 
I am requesting clarification on how these communications were generated. 

Why CFPB Assistance Is Needed I can not determine : whether Capital One accessed my credit file whether they received alerts from any credit bureau whether they continued monitoring my credit information whether they had a permissible purpose whether they were aware of the chargeoff status I am requesting the CFPBs assistance in obtaining clear answers and documentation. Thank You, XXXX XXXX XXXX, XXXX.",Credit card
"I have a fixed rate FHA mortgage with Pennymac Loan Services,XXXX XXXX the Pennymac has been doing sham accounting and has increased my mortgage XXXX $ due to no reason, taxes are the same, in the amount of XXXX XXXX when I send a complete payment, they play game and do not apply the payment to the loan, intentionally causing late fees, I have called the Pennymac many many times, they always insist they are going to fix the issue, only lies,.

Pennymac has engaged in mortgage fraud, and I can prove it.",Mortgage
Received a phone call from the same number 3 times. The person claimed to be with cashapp and when I logged into cashapp to verify there was a transaction for XXXX $ from my bank account to a XXXX XXXX bank. When I reported to cashapp they told me I needed to call my bank. I called my bank ( XXXX XXXX bank ) and they did a dispute to reclaim my funds. I then called the state police in PA and filed a report. Called cashapp back who told me they cant guarantee my money to be returned from this fraudulent charge.,"Money transfer, virtual currency, or money service"
"I purchased a vehicle on XX/XX/year> and returned it to the dealership within XXXX hours on XX/XX/year>. 

Despite returning the vehicle, a loan was still activated in my account with Capital One. 

I contacted Capital One multiple times, including the Office of the President, and was informed that the cancellation process had been initiated. 

However, the dealership states that they have not received any communication from Capital One and continues to treat the loan as active. 

I have evidence confirming that the vehicle was returned, including video footage. 

This situation has caused confusion and concern, as I should not be responsible for a loan on a vehicle that was returned. 

I am requesting immediate cancellation of this loan and confirmation that I am no longer financially responsible.",Vehicle loan or lease
"ive attend the XXXX a `` tech sell '' school to do cold calls for data companies long story short they said students didn't have to pay if they dont get a job as a "" tech sell '' in tech companies. 

I didn't get a job and still haven't gotten a job working for any tech companies theirs also a lot of "" white lies/ false advertisements "" they advertise as they said XXXX a year with a commission, but no companies were offering that. 
it's XXXX plus commission so "" technically '' YOU CAN MAKE UP to that or more. 


ive done 8 XXXX  interviews and a few day 's trials for a few companies as trainees noting work and I felt very XXXX for not landing any jobs in over 8 months after the XXXX XXXX and getting rejected on how my voice sounded on some I just dont think this type of thing is for me.",Student loan
